Game_Title,All_Review_Cat,Release_Date,Game_Developer,Game_Publisher,Player_Type,Has_Violence,Price_Original_Before_Discount,Discount_Percentage,Price_Discount,Price_Original,price_subscription,Genre_List,OS_List,Memory,Storage,Hard_Drive,VR_Support,Purchase_All,Purchase_Steam,Purchase_Other,Review_All,Review_Positive,Review_Negative
Celeste,Overwhelmingly Positive,"25 Jan, 2018",Matt Makes Games Inc.,Matt Makes Games Inc.,Single-player,None,None,None,None,565,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB'],['1200 MB'],[],None,19766,18027,1739,19766,19301,465
Adventure Time Pirates of the Enchiridion,Very Positive,"17 Jul, 2018",Climax Studios,Outright Games LTD.,Single-player,None,None,None,None,529,None,"['Action', 'Adventure', 'RPG']",['windows'],['4 GB'],['3 GB'],[],None,196,168,28,196,169,27
Prey  Mooncrash,Mostly Positive,"11 Jun, 2018",Arkane Studios,Bethesda Softworks,Single-player,violence/bad_language,None,None,None,1599,None,"['Action', 'Adventure']",['windows'],['8 GB'],['20 GB'],[],None,1137,989,148,1137,851,286
Tom Clancys Rainbow Six Siege  Ultra HD Texture Pack,Mostly Positive,"16 Dec, 2015",Ubisoft Montreal,None,Single-player,None,None,None,None,Free to Play,None,['Action'],['windows'],['6 GB'],['30 GB'],[],None,2169,74,2095,2169,1646,523
VIDEO GAME,Mostly Positive,"12 Nov, 2018",Luke Sanderson,Luke Sanderson,Shared/Split Screen PvP,None,None,None,None,Free,None,"['Action', 'Indie', 'Sports']",['windows'],[],[],[],None,16,13,3,16,12,4
Battlerite,Very Positive,"8 Nov, 2017",Stunlock Studios,Stunlock Studios,Single-player,None,None,None,None,Free To Play,None,"['Action', 'Free to Play']",['windows'],[' 4 GB RAM'],[' 3000 MB available space'],[],None,53287,21318,31969,53287,44725,8562
Gulman 5,Positive,"9 May, 2018",Aleksandr Serzhantov,Aleksandr Serzhantov,Single-player,None,None,None,None,219,None,['Action'],['windows'],['8 GB'],['2 GB'],[],None,48,34,14,48,43,5
Alan Wake,Very Positive,"16 Feb, 2012",Remedy Entertainment,Remedy Entertainment,Single-player,None,None,None,None,459,None,"['Action', 'Adventure']",['windows'],['2 GB'],[],['8 GB'],None,27765,19410,8355,27765,25355,2410
Hard Reset Redux,Very Positive,"3 Jun, 2016",Flying Wild Hog,Good Shepherd Entertainment,Single-player,None,None,None,None,565,None,"['Action', 'Adventure']",['windows'],[' 2 GB RAM'],[' 5 GB available space'],[],None,1217,982,235,1217,991,226
Wrack,Mostly Positive,"30 Sep, 2014",Final Boss Entertainment,Final Boss Entertainment,Single-player,None,None,None,None,369,None,"['Action', 'Indie']",['windows'],['1 GB'],['750 MB'],[],None,534,291,243,534,388,146
War Tech Fighters,Mostly Positive,"25 Jul, 2018",Drakkar Dev,Green Man Gaming Publishing,Single-player,None,None,None,None,529,None,['Action'],['windows'],['6 GB'],['4 GB'],[],None,249,167,82,249,200,49
War Tech Fighters,Mostly Positive,"25 Jul, 2018",Drakkar Dev,Green Man Gaming Publishing,Single-player,None,None,None,None,529,None,['Action'],['windows'],['6 GB'],['4 GB'],[],None,249,167,82,249,200,49
A Fistful of Gun,Mixed,"24 Sep, 2015",FarmerGnome,Devolver Digital,Single-player,None,None,None,None,439,None,"['Action', 'Indie']",['windows'],[' 2 GB RAM'],[' 600 MB available space'],[],None,434,99,335,434,287,147
Tiny Troopers,Very Positive,"24 Aug, 2012",Kukouri,Iceberg Interactive,Single-player,violence/bad_language,None,None,None,199,None,"['Action', 'Indie', 'Strategy']","['windows', 'mac']","['2 GB', '1 GB']",[],"['500 MB', '500 MB']",None,992,841,151,992,792,200
Titan Quest Atlantis,Mostly Positive,"9 May, 2019",Pieces Interactive,THQ Nordic,Single-player,violence/bad_language,None,None,None,499,None,"['Action', 'RPG']",['windows'],['1 GB'],['5 GB'],[],None,347,323,24,347,248,99
Heliborne,Very Positive,"13 Oct, 2017",Klabater,Klabater,Single-player,None,None,None,None,529,None,"['Action', 'Indie', 'Massively Multiplayer']","['linux', 'windows']","['4 GB', '4 GB']","['4 GB', '4 GB']",[],None,2358,2059,299,2358,1948,410
Warhammer 40000 Inquisitor  Prophecy,Mostly Positive,"30 Jul, 2019",NeocoreGames,NeocoreGames,Single-player,None,None,None,None,835,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['4 GB'],['30 GB'],[],None,720,691,29,720,577,143
Dead Space,Very Positive,"20 Oct, 2008",EA Redwood Shores,Electronic Arts,Single-player,None,None,None,None,1499,None,['Action'],[],['1 GB'],[],['7.5 GB'],None,12183,9007,3176,12183,11001,1182
Unearthing Mars 2 The Ancient War,Mixed,"3 Jul, 2019",Light Studio,Skywalker HK,Single-player,None,None,None,None,529,None,['Action'],['windows'],['8 GB'],['8 GB'],[],VR Support,20,19,1,20,11,9
Up on the Rooftop,None,20-Dec,Super Andersen Bros.,Super Andersen Bros.,Single-player,None,None,None,None,None,None,"['Action', 'Indie']",['windows'],[],[' 180 MB available space'],[],None,None,None,None,None,None,None
Super Bounce Ball,None,"15 Apr, 2020",Tuwi Michael Nannings,NanningsGames,Single-player,None,None,None,None,None,None,"['Action', 'Casual']",['windows'],[' 4 GB RAM'],[' 110 MB available space'],[],None,None,None,None,None,None,None
Chronac,None,"25 Apr, 2020",oguzkati,oguzkati,Single-player,None,None,None,None,None,None,"['Action', 'Indie']",['windows'],['512 MB'],['100 MB'],[],None,None,None,None,None,None,None
American Fugitive,Mostly Positive,"21 May, 2019",Fallen Tree Games Ltd,Curve Digital,Single-player,None,None,None,None,529,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB'],['2 GB'],[],None,1037,828,209,1037,809,228
Johnny Rocket,Mixed,"12 Nov, 2018",KG Game Studuo,hede,Single-player,None,349,-70%,104,None,None,"['Action', 'Indie']","['linux', 'windows', 'mac']","['2 GB', '2 GB', '2 GB']","['250 MB', '250 MB', '250 MB']",[],None,21,19,2,21,12,9
STEEL STRIDER,Positive,"12 Nov, 2015",ASTRO PORT,Henteko Doujin,Single-player,None,None,None,None,299,None,"['Action', 'Indie']","['linux', 'windows']","['512 MB', '512 MB']","['100 MB', '100 MB']",[],None,46,36,10,46,39,7
STAR WARS TIE Fighter Special Edition,Mostly Positive,"1 Jul, 1994",Totally Games,LucasArts,Single-player,None,None,None,None,349,None,['Action'],"['windows', 'mac']","['1 GB', '1 GB']",[' 406 MB available space'],[],None,349,286,63,349,273,76
BioShock,Very Positive,"21 Aug, 2007",2K Boston,2K,Single-player,None,None,None,None,999,None,"['Action', 'RPG']",[],[],[],[],None,22516,16967,5549,22516,21252,1264
TerraTech,Very Positive,"10 Aug, 2018",Payload Studios,Payload Studios,Single-player,None,None,None,None,569,None,"['Action', 'Indie']","['linux', 'windows']","['4 GB', '4 GB']","['1 GB', '1 GB']",[],None,9145,7592,1553,9145,8008,1137
Castle Break,Positive,"20 Feb, 2019",Pauloondra,Pauloondra,Single-player,None,None,None,None,199,None,"['Action', 'Casual', 'Indie']",['windows'],['2 GB'],['100 MB'],[],None,28,22,6,28,26,2
Curses N Chaos,Mixed,"18 Aug, 2015",Tribute Games Inc.,Tribute Games Inc.,Single-player,violence/bad_language,None,None,None,369,None,"['Action', 'Indie']","['windows', 'mac']","['2 GB', '2 GB']","['250 MB', '250 MB']",[],None,99,52,47,99,57,42
Batman Arkham Origins  Cold Cold Heart,Very Positive,"22 Apr, 2014",WB Games Montreal,Warner Bros. Interactive Entertainment,Single-player,None,None,None,None,369,None,"['Action', 'Adventure']",['windows'],['2 GB'],[],[],None,298,180,118,298,254,44
Total War WARHAMMER  Realm of The Wood Elves,Mixed,"8 Dec, 2016",CREATIVE ASSEMBLY,SEGA,Single-player,violence/bad_language,None,None,None,900,None,"['Action', 'Strategy']","['linux', 'windows', 'mac']","['3 GB', '8 GB', '4 GB', '8 GB']","['35 GB', '37 GB', '35 GB']",[],None,1040,926,114,1040,715,325
The Lord of the Rings Online,Very Positive,"6 Jun, 2012","Standing Stone Games, LLC","Standing Stone Games, LLC",MMO,violence/bad_language,None,None,None,Play for Free,None,"['Free to Play', 'Massively Multiplayer', 'RPG']",['windows'],['1GB (2GB'],[],[],None,10345,161,10184,10345,8308,2037
Shovel Knight Specter of Torment,Very Positive,"5 Apr, 2017",Yacht Club Games,Yacht Club Games,Single-player,violence/bad_language,None,None,None,369,None,"['Action', 'Adventure', 'Indie']","['linux', 'windows', 'mac']","['2 GB', '2 GB', '2 GB']","['250 MB', '250 MB', '250 MB']",[],None,216,201,15,216,196,20
Running Girl,Mixed,"13 Nov, 2018",TonAme,TonAme,Single-player,None,125,-74%,33,None,None,"['Action', 'Indie']",['windows'],['2 GB'],['250 MB'],[],None,13,12,1,13,7,6
Tomb Raider I,Very Positive,"28 Nov, 2012",Core Design,Square Enix,Single-player,None,None,None,None,319,None,"['Action', 'Adventure']",['windows'],['512 MB'],[],['2 GB HD space'],None,2514,2104,410,2514,2083,431
TimeTekker,Positive,"8 Jun, 2018",Artii Games LLC,Artii Games LLC,Single-player,None,42,-45%,23,None,None,"['Action', 'Indie']",['windows'],['4 GB'],['80 MB'],[],None,31,18,13,31,28,3
Regenesis Arcade,Mixed,"7 Sep, 2018",Hyperbook Studio,Blue Technology Sp. z o.o.,Single-player,None,None,None,None,299,None,['Action'],['windows'],['8 GB'],['3 GB'],[],VR Support,22,12,10,22,16,6
VTOL VR,Overwhelmingly Positive,"3 Aug, 2017","Boundless Dynamics, LLC","Boundless Dynamics, LLC",Single-player,None,None,None,None,729,None,"['Action', 'Indie', 'Simulation', 'Early Access']",['windows'],['8 GB'],['2 GB'],[],VR Support,1351,1302,49,1351,1296,55
Blood Harvest 3,Mostly Positive,"5 Jun, 2018",BekkerDev Studio,BekkerDev Studio,Single-player,None,None,None,None,529,None,"['Action', 'Adventure', 'Indie']",['windows'],[' 2 GB RAM'],[' 300 MB available space'],[],None,71,56,15,71,53,18
Of Orcs And Men,Mostly Positive,"11 Oct, 2012",Cyanide Studio,Cyanide Studio,Single-player,None,None,None,None,599,None,"['Action', 'RPG']",['mac'],['2048 MB'],[],['6 GB'],None,1281,962,319,1281,930,351
Shogo Mobile Armor Division,Mixed,"15 Oct, 1998",Monolith Productions,Interplay Entertainment Corp.,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Strategy']",['windows'],['256 MB'],['482.1 MB'],[],None,75,72,3,75,51,24
Game Soup,Positive,"11 Feb, 2019",Game Soup LLC,Game Soup LLC,Single-player,None,None,None,None,125,None,"['Action', 'Casual', 'Indie']",['windows'],[' 300 MB RAM'],[' 300 MB available space'],[],None,60,43,17,60,59,1
Paper Dolls Original,Very Positive,"19 Apr, 2019","Beijing Litchi Culture Media Co., Ltd.",Gamera Game,Single-player,None,None,None,None,489,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB'],['3 GB'],[],None,1226,1026,200,1226,992,234
Paper Dolls Original,Very Positive,"19 Apr, 2019","Beijing Litchi Culture Media Co., Ltd.",Gamera Game,Single-player,None,None,None,None,489,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB'],['3 GB'],[],None,1226,1026,200,1226,992,234
Deceit  Vampire Pack,Very Positive,"24 Oct, 2018",Baseline,Baseline,Online PvP,None,None,None,None,199,None,"['Action', 'Free to Play', 'Indie']",['windows'],[],[],[],None,193,182,11,193,174,19
Legacy of Kain Soul Reaver 2,Mostly Positive,"20 Nov, 2001",Crystal Dynamics,Square Enix,Single-player,None,None,None,None,319,None,"['Action', 'Adventure']",['windows'],['512 MB'],[],['2 GB HD space'],None,481,401,80,481,346,135
Rock of Ages 2 Bigger  Boulder,Very Positive,"28 Aug, 2017",ACE Team,SEGA,Single-player,violence/bad_language,None,None,None,459,None,"['Action', 'Indie', 'Racing', 'Strategy']",['windows'],[' 4 GB RAM'],[' 6 GB available space'],[],None,2156,1461,695,2156,1787,369
Lazy Galaxy Rebel Story,Positive,"22 Aug, 2018",Coldwild Games,Coldwild Games,Single-player,None,None,None,None,199,None,"['Action', 'Indie']","['linux', 'windows', 'mac']","['1024 MB', '1024 MB', '1024 MB']","['512 MB', '512 MB', '512 MB']",[],None,22,13,9,22,20,2
Mugsters,Mostly Positive,"17 Jul, 2018",Reinkout Games,Team17 Digital Ltd,Single-player,None,None,None,None,479,None,"['Action', 'Indie']","['windows', 'mac']","['2 GB', '8 GB']",[],[],None,52,37,15,52,42,10
Bullet Girls Phantasia  Underwear Set Frilly,None,"16 Jan, 2020",SHADE Inc.,D3 PUBLISHER,Single-player,None,None,None,None,85,None,['Action'],['windows'],[],[],[],None,None,None,None,None,None,None
Lugaru HD,Very Positive,"1 Jan, 2005",Wolfire Games,Wolfire Games,Single-player,None,None,None,None,349,None,['Action'],"['linux', 'windows', 'mac']","['512MB RAM', '512MB RAM', '512MB RAM']",[],"['40MB space', '40MB space', '40MB space']",None,442,227,215,442,344,98
POSTAL Redux,Very Positive,"20 May, 2016",Running With Scissors,Running With Scissors,Single-player,None,359,-84%,57,None,None,"['Action', 'Indie']","['linux', 'windows']","['4 GB', '4 GB']","['4 GB', '4 GB']",[],None,1624,1322,302,1624,1466,158
Bullet Girls Phantasia  Underwear Set Frilly Ribbon,None,"17 Jan, 2020",SHADE Inc.,D3 PUBLISHER,Single-player,None,None,None,None,85,None,['Action'],['windows'],[],[],[],None,None,None,None,None,None,None
Massive Air Combat,2 user reviews,"16 Mar, 2019",Sonic-Alpha,NS,Single-player,None,None,None,None,165,None,"['Action', 'Indie']","['windows', 'mac']","['2 GB', '2 GB']","['3 GB', '3 GB']",[],None,2,2,0,2,1,1
LEGO Indiana Jones The Original Adventures,Very Positive,"3 Jun, 2008",Traveller's Tales,LucasArts,Single-player,violence/bad_language,None,None,None,529,None,"['Action', 'Adventure']",['windows'],['256 MB'],[],['4 GB'],None,720,537,183,720,597,123
Shadow Ops Red Mercury,Very Positive,"17 Sep, 2004",Zombie Studios,Retroism,Single-player,None,None,None,None,319,None,['Action'],['windows'],[' 256 MB RAM'],[' 4 GB available space'],[],None,188,120,68,188,152,36
Wizard of Legend,Very Positive,"15 May, 2018",Contingent99,Contingent99,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie']","['linux', 'windows', 'mac']","['4 GB', '4 GB', '4 GB']","['1 GB', '1 GB', '1 GB']",[],None,9312,7628,1684,9312,8531,781
WolfQuest Anniversary Edition,Very Positive,"26 Jul, 2019",eduweb,eduweb,Single-player,None,None,None,None,459,None,"['Action', 'RPG', 'Simulation', 'Early Access']","['windows', 'mac']","['6 GB', '8 GB']","['8 GB', '8 GB']",[],None,923,772,151,923,861,62
Jump Gunners,Mostly Positive,"3 Nov, 2017",NerdRage Studios,NerdRage Studios,Single-player,None,None,None,None,419,None,"['Action', 'Indie']","['linux', 'windows']","['4 GB', '4 GB']","['200 MB', '200 MB']",[],None,35,17,18,35,30,5
Rigid Force Alpha,Mostly Positive,"31 Aug, 2018",com8com1 Software,com8com1 Software,Single-player,None,None,None,None,529,None,"['Action', 'Indie']",['windows'],['4 GB'],['1 GB'],[],None,73,57,16,73,57,16
Warhammer End Times  Vermintide,Very Positive,"23 Oct, 2015",Fatshark,Fatshark,Single-player,violence/bad_language,None,None,None,729,None,"['Action', 'Indie']",['windows'],['6 GB'],['30 GB'],[],None,17924,11424,6500,17924,14307,3617
Yang2020 Path To Presidency,Very Positive,"30 Dec, 2019",Sam Vallely,Sam Vallely,Shared/Split Screen PvP,None,None,None,None,85,None,['Action'],"['windows', 'mac']","['2 GB', '2 GB']","['2 GB', '2 GB']",[],None,116,110,6,116,103,13
Nostos,Mixed,"6 Dec, 2019",NetEase Games,NetEase Games,Single-player,None,None,None,None,529,None,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",['windows'],['8 GB'],['15 GB'],[],VR Support,810,709,101,810,411,399
Heroine of the Sniper,Very Positive,"30 May, 2019",kido,kido,Single-player,None,None,None,None,349,None,"['Action', 'Indie']",['windows'],['2 GB'],['2 GB'],[],None,182,173,9,182,175,7
Chivalry Deadliest Warrior,Mixed,"14 Nov, 2013",Torn Banner Studios,Torn Banner Studios,Downloadable Content,None,None,None,None,479,None,"['Action', 'Indie']","['linux', 'windows', 'mac']","['2 GB', '4 GB']","['7 GB', '7 GB', '7 GB']",[],None,1301,1094,207,1301,767,534
Idle Champions of the Forgotten Realms,Very Positive,"25 Mar, 2020",Codename Entertainment Inc.,Codename Entertainment Inc.,Single-player,None,None,None,None,Free to Play,None,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']","['windows', 'mac']","['512 MB', '512 MB']","['120 MB', '120 MB']",[],None,5744,21,5723,5744,4759,985
Sky Racket,Very Positive,"22 Oct, 2019",Double Dash Studios,Double Dash Studios,Single-player,violence/bad_language,None,None,None,Sky Racket Demo,None,"['Action', 'Adventure', 'Casual', 'Indie']","['linux', 'windows', 'mac']","['4 GB', '4 GB', '4 GB']","['500 MB', '500 MB', '500 MB']",[],None,99,55,44,99,99,0
Anima Gate of Memories,Mixed,"3 Jun, 2016",Anima Project,BadLand Publishing,Single-player,violence/bad_language,None,None,None,565,None,"['Action', 'Adventure', 'RPG']","['windows', 'mac']","['4 GB', '4 GB']","['6 GB', '5 GB']",[],None,575,423,152,575,394,181
Sniper Elite V2,Very Positive,None,Rebellion,Rebellion,Single-player,None,None,None,None,1126,None,['Action'],['windows'],['2GB system'],[],[],None,23766,4951,18815,23766,20917,2849
Rayman Legends,Very Positive,"29 Aug, 2013",None,Ubisoft,Single-player,None,None,None,None,999,None,"['Action', 'Adventure']",['windows'],['2 GB'],['6 GB'],[],None,4034,3551,483,4034,3712,322
Sun Wukong VS Robot,Positive,"20 Jan, 2019",Bitca,Bitca,Single-player,None,None,None,None,125,None,['Action'],['windows'],['256 MB'],['256 MB'],[],None,69,47,22,69,68,1
Game_Title,All_Review_Cat,Release_Date,Game_Developer,Game_Publisher,Player_Type,Has_Violence,Price_Original_Before_Discount,Discount_Percentage,Price_Discount,Price_Original,price_subscription,Genre_List,OS_List,Memory,Storage,Hard_Drive,VR_Support,Purchase_All,Purchase_Steam,Purchase_Other,Review_All,Review_Positive,Review_Negative
Sun Wukong VS Robot,Positive,"20 Jan, 2019",Bitca,Bitca,Single-player,None,None,None,None,125,None,['Action'],['windows'],['256 MB'],['256 MB'],[],None,69,47,22,69,68,1
Impulsion,Very Positive,"19 Jul, 2018",Driving Force Games,Dear Villagers,Single-player,None,None,None,None,419,None,"['Action', 'Indie']",['windows'],['2 GB'],['4 GB'],[],None,122,67,55,122,111,11
The Club,Mixed,"20 Feb, 2008",Bizarre Creations,SEGA,Single-player,None,None,None,None,479,None,['Action'],[],['1 GB'],[],[],None,116,93,23,116,58,58
Gato Roboto,Very Positive,"30 May, 2019",doinksoft,Devolver Digital,Single-player,None,None,None,None,299,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB'],['1 GB'],[],None,1548,1384,164,1548,1466,82
Hollow Knight  Official Soundtrack,Very Positive,"24 Feb, 2017",Team Cherry,Team Cherry,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Indie']","['mac', 'windows', 'linux']",[],"['156 MB', '90 MB', '90 MB']",[],None,184,181,3,184,182,2
Call of Duty Black Ops II  Afterlife Personalization Pack,Very Positive,"29 May, 2014",Treyarch,Activision,Single-player,violence/bad_language,None,None,None,129,None,['Action'],['windows'],[' 2 GB RAM'],[' 16 GB available space'],[],None,61,58,3,61,55,6
Dead by Daylight The Last Breath Chapter,Positive,"18 Aug, 2016",Behaviour Interactive Inc.,Behaviour Interactive Inc.,Downloadable Content,violence/bad_language,None,None,None,565,None,['Action'],['windows'],['8 GB'],['15 GB'],[],None,1290,29,1261,1290,1036,254
Tribes of Midgard  Open Beta,Very Positive,"22 Jul, 2019",Norsfell,Norsfell,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'Indie']",['windows'],['8 GB'],['4 GB'],[],None,479,0,479,479,422,57
Master Levels for Doom II,Very Positive,"1 Jun, 1995",id Software,id Software,Single-player,None,None,None,None,479,None,['Action'],[],[],[],[],None,466,376,90,466,383,83
Kung Fury Street Rage,Very Positive,"28 May, 2015",Hello There AB,Hello There AB,Single-player,None,None,None,None,None,None,['Action'],"['mac', 'windows']","['1 GB', '1 GB']",[' 100 MB available space'],[],None,2271,2070,201,2271,2048,223
Umineko Golden Fantasia,Very Positive,"9 Dec, 2017",07th Expansion,MangaGamer,Single-player,None,None,None,None,569,None,"['Action', 'Indie']",['windows'],[' 3 GB RAM'],[' 2500 MB available space'],[],None,174,153,21,174,152,22
