Game_Title,All_Review_Cat,Release_Date,Game_Developer,Game_Publisher,Player_Type,Has_Violence,Price_Original_Before_Discount,Discount_Percentage,Price_Discount,Price_Original,price_subscription,Genre_List,OS_List,Memory,Storage,Hard_Drive,VR_Support,Purchase_All,Purchase_Steam,Purchase_Other,Review_All,Review_Positive,Review_Negative
LET IT DIE Special10 Death Metals 014,None,"6 Jan, 2020",GRASSHOPPER MANUFACTURE INC.,GungHo Online Entertainment America,Single-player,violence/bad_language,None,None,None,42,None,"['Action', 'Free to Play']",['windows'],['8 GB RAM'],['40 GB available space'],[],None,None,None,None,None,None,None
Deep Dark Dungeon,Mixed,"8 May, 2018",GlassCats,GlassCats,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'RPG']","['windows', 'mac']","['4 GB RAM', '4 GB RAM']","['200 MB available space', '200 MB available space']",[],None,47,33,14,47,32,15
Apex Construct,Mixed,"20 Mar, 2018",Fast Travel Games,Fast Travel Games,Single-player,None,None,None,None,529,None,"['Action', 'Adventure']",['windows'],['8 GB RAM'],['5 GB available space'],[],VR Support,145,114,31,145,105,40
Face It  A game to fight inner demons,Mixed,"10 Jun, 2017",Tlön Studios,Gamestorming,Single-player,None,None,None,None,229,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['1 GB RAM', '1 GB RAM', '1 GB RAM']","['1500 MB available space', '1500 MB available space', '1500 MB available space']",[],None,1185,421,764,1185,916,269
Just Cause 4 Deathstalker Scorpion Pack,Mixed,"4 Dec, 2018",Avalanche Studios,Square Enix,Single-player,violence/bad_language,None,None,None,283,None,"['Action', 'Adventure']",['windows'],['8 GB RAM'],['59 GB available space'],[],None,48,42,6,48,31,17
Barony Legends  Pariahs,Positive,"27 Dec, 2019",Turning Wheel LLC,None,Single-player,None,None,None,None,165,None,"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'linux']","['4 GB RAM', '4 GB RAM']","['600 MB available space', '600 MB available space']",[],None,17,17,0,17,17,0
Charlie the Duck,Positive,"22 Sep, 2017",Mike Wiering,Wiering Software,Single-player,None,None,None,None,319,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['1 GB RAM'],['30 MB available space'],[],None,21,12,9,21,19,2
Monster Hunter World  Gesture Pop Star Dance,Very Positive,"25 Jan, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Single-player,violence/bad_language,None,None,None,166,None,['Action'],['windows'],['8 GB RAM'],['48 GB available space'],[],None,76,73,3,76,76,0
IL2 Sturmovik Flying Circus  Volume I,Mixed,"3 Dec, 2019",1C Game Studios,1C Game Studios,Single-player,None,5499,-50%,2749,None,None,"['Action', 'Simulation']",['windows'],['8 GB RAM'],['35 GB available space'],[],None,26,25,1,26,15,11
Company of Heroes Battle of Crete,Mostly Positive,"24 Apr, 2010",Battle of Crete Development Team,SCM,Single-player,None,None,None,None,Free,None,"['Action', 'Free to Play', 'Strategy']",['windows'],['512 MB RAM'],['600 MB available space'],[],None,39,0,39,39,31,8
Spell Fighter VR,Mostly Positive,"1 Mar, 2016",Kubold,Kubold,Single-player,None,None,None,None,Free to Play,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['6 GB RAM'],['1600 MB available space'],[],VR Support,340,14,326,340,247,93
Continent of the Ninth Seal,Mostly Positive,"13 Sep, 2012",Cloud 9 Studio,Webzen,MMO,None,None,None,None,Free to Play,None,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",['windows'],['512MB RAM'],[],['4 GB HD space'],None,1272,14,1258,1272,926,346
GabeN DLC,Mostly Positive,"17 Jun, 2016",Cloud AceGamer,None,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",['windows'],['2 GB RAM'],['100 MB available space'],[],None,12,6,6,12,9,3
Earthworm Jim 2,Mostly Positive,"30 Apr, 1996",Shiny Entertainment,Interplay Inc.,Single-player,None,None,None,None,565,None,"['Action', 'Adventure']",['windows'],['8 MB'],[],[],None,74,68,6,74,53,21
Boiling Steel Preface,Mostly Positive,"11 Jan, 2020",MIROWIN,MIROWIN,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'Free to Play']",['windows'],['8 GB RAM'],['10 GB available space'],[],VR Support,99,0,99,99,79,20
Sugar Cube Bittersweet Factory,Mostly Positive,"8 Nov, 2012",Turtle Cream,Turtle Cream,Single-player,None,319,-75%,79,None,None,"['Action', 'Indie']",['windows'],['1 GB RAM'],[],['180 MB HD space'],None,195,76,119,195,144,51
Luna Sky,Mostly Positive,"2 Oct, 2015",Vovoid Media Technologies AB,KISS ltd,Single-player,None,None,None,None,439,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux']","['4 GB RAM', '4 GB RAM']","['3 GB available space', '3 GB available space']",[],None,149,17,132,149,67,82
TENET,Mostly Positive,"31 Oct, 2017",ALTER-BOY,ALTER-BOY,Single-player,None,None,None,None,Free,None,"['Action', 'Free to Play', 'Indie']",['windows'],['6 GB RAM'],['3 GB available space'],[],None,60,0,60,60,45,15
Grotoro,Mostly Positive,"2 Apr, 2018",Concrete Games,Concrete Games,Shared/Split Screen PvP,None,None,None,None,Free,None,"['Action', 'Casual', 'Free to Play', 'Indie']",['windows'],['4 GB RAM'],['150 MB available space'],[],None,17,0,17,17,12,5
MechaTokyo Rush,Mostly Positive,"15 Jun, 2018",Giant Evil Robot,Giant Evil Robot,Single-player,None,None,None,None,Free To Play,None,"['Action', 'Free to Play', 'Indie']",['windows'],['500 MB RAM'],['27 MB available space'],[],None,77,0,77,77,61,16
In Case of Emergency Release Raptor,Mostly Positive,"30 Aug, 2016","Arcen Games, LLC","Arcen Games, LLC",Single-player,None,None,None,None,Free to Play,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['4 GB RAM', '4 GB RAM', '4 GB RAM']","['5 GB available space', '5 GB available space', '5 GB available space']",[],None,62,8,54,62,44,18
Modular Combat,Mostly Positive,"18 Jan, 2008",Team ModCom,Steam Greenlight,Online PvP,None,None,None,None,Free Mod,None,"['Action', 'Free to Play', 'RPG']",['windows'],['2 GB RAM'],['5 GB available space'],[],None,1428,12,1416,1428,1088,340
Rogue Reaper,Mostly Positive,"1 Feb, 2019",Fireroot Studios,Fireroot Studios,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'Free to Play', 'Indie']",['windows'],['4 GB RAM'],['1 GB available space'],[],None,364,0,364,364,280,84
Aplowcalypse,Mostly Positive,"15 Dec, 2016",Biodrone Studios,Biodrone Studios,Single-player,None,None,None,None,Free To Play,None,"['Action', 'Free to Play', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['1 GB available space', '1 GB available space']",[],None,38,7,31,38,30,8
Arclight Cascade,Positive,"25 Aug, 2015",Hexdragonal Games,Hexdragonal Games,Single-player,None,None,None,None,Free to Play,None,"['Action', 'Indie']","['windows', 'mac']","['1 GB RAM', '4 GB RAM']","['400 MB available space', '500 MB available space']",[],None,35,2,33,35,28,7
MechaTokyo Rush,Mostly Positive,"15 Jun, 2018",Giant Evil Robot,Giant Evil Robot,Single-player,None,None,None,None,Free To Play,None,"['Action', 'Free to Play', 'Indie']",['windows'],['500 MB RAM'],['27 MB available space'],[],None,77,0,77,77,61,16
In Case of Emergency Release Raptor,Mostly Positive,"30 Aug, 2016","Arcen Games, LLC","Arcen Games, LLC",Single-player,None,None,None,None,Free to Play,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['4 GB RAM', '4 GB RAM', '4 GB RAM']","['5 GB available space', '5 GB available space', '5 GB available space']",[],None,62,8,54,62,44,18
Abalyte,Mostly Positive,"16 Sep, 2018",Purple Studios,Purple Studios,Single-player,None,None,None,None,Free To Play,None,"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG', 'Early Access']",['windows'],['2 GB RAM'],['10 MB available space'],[],None,161,0,161,161,118,43
Red Eclipse 2,Mostly Positive,"19 Dec, 2019",Quinton Reeves,Quinton Reeves,Single-player,None,None,None,None,Free,None,"['Action', 'Free to Play', 'Indie']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['2 GB available space', '2 GB available space', '2 GB available space']",[],None,264,0,264,264,207,57
Gunman And The Witch,Mostly Positive,"14 Feb, 2020",Phun Peeticharoenthum,Phun Peeticharoenthum,Single-player,None,None,None,None,Free,None,"['Action', 'Free to Play', 'Indie', 'Simulation', 'Strategy', 'Early Access']",['windows'],['512 MB RAM'],['400 MB available space'],[],None,92,0,92,92,70,22
Overstep,Mostly Positive,"22 Nov, 2019",Gamecan,Gamecan,Online PvP,None,None,None,None,Free To Play,None,"['Action', 'Free to Play', 'Indie', 'Early Access']",['windows'],['8 GB RAM'],['5 GB available space'],[],None,432,0,432,432,304,128
Command  Conquer Red Alert 3,Very Positive,"28 Oct, 2008",EA Los Angeles,Electronic Arts,Single-player,None,None,None,None,1499,None,['Strategy'],[],['1 GB RAM'],[],['At least 10 GB of free space'],None,7013,6242,771,7013,5931,1082
Warlocks vs Shadows,Mixed,"19 Aug, 2015",Frozen District,ONE MORE LEVEL,Single-player,None,None,None,None,439,None,"['Action', 'Indie', 'RPG']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['1200 MB available space', '1500 MB available space', '1500 MB available space']",[],None,282,185,97,282,171,111
JYDGE,Very Positive,"4 Oct, 2017",10tons Ltd,10tons Ltd,Single-player,violence/bad_language,None,None,None,479,None,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']","['windows', 'linux', 'mac']","['2048 MB RAM', '2048 MB RAM', '2048 MB RAM']","['395 MB available space', '395 MB available space', '395 MB available space']",[],None,546,302,244,546,472,74
Azur Lane Crosswave  Operation EXP Boost,Mostly Positive,"13 Feb, 2020",IDEA FACTORY,Idea Factory International,Single-player,None,None,None,None,85,None,"['Action', 'Adventure', 'RPG']",['windows'],['8 GB RAM'],['4 GB available space'],[],None,21,19,2,21,17,4
Chipmonk,2 user reviews,"21 Nov, 2019",Niemi Bros Entertainment,Niemi Bros Entertainment,Single-player,None,None,None,None,329,None,"['Action', 'Indie']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['100 MB available space', '110 MB available space']",[],None,6,2,4,6,6,0
Try To Survive,Mostly Negative,"1 Apr, 2019",Kiddy,Kiddy,Single-player,None,None,None,None,42,None,"['Action', 'Adventure', 'Indie', 'Simulation']",['windows'],['1 GB RAM'],['500 MB available space'],[],None,60,53,7,60,25,35
Ydanji,Mixed,"7 Dec, 2017",KEMCO,KEMCO,Single-player,None,None,None,None,199,None,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['windows'],['2 GB RAM'],['200 MB available space'],[],None,18,15,3,18,12,6
The Sun and Moon,Very Positive,"14 Nov, 2014",Daniel Linssen,Digerati,Single-player,None,None,None,None,259,None,"['Action', 'Indie']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['50 MB available space', '50 MB available space']",[],None,149,63,86,149,129,20
Ameagari no Hanaby,Positive,"22 Sep, 2018",Enigmatic Network,Enigmatic Network,Single-player,None,None,None,None,439,None,"['Action', 'Adventure', 'Casual', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['500 MB available space', '500 MB available space']",[],None,45,41,4,45,44,1
Magic Realm Online,Mostly Positive,"31 Jan, 2019",Software Wolf,Software Wolf,Single-player,None,None,None,None,419,None,"['Action', 'Indie']",['windows'],['6 GB RAM'],['8 GB available space'],[],VR Support,26,15,11,26,22,4
Distant Star Revenant Fleet,Mixed,"7 Apr, 2015",Blazing Griffin,Blazing Griffin,Single-player,None,None,None,None,369,None,"['Action', 'Indie', 'Strategy']","['windows', 'linux']","['2 GB RAM', '2 GB RAM']","['1 GB available space', '1 GB available space']",[],None,279,243,36,279,181,98
Neptune Arena FPS,Mixed,"19 Dec, 2016",GENOVA Softworks,GENOVA Softworks,Single-player,None,None,None,None,199,None,"['Action', 'Casual', 'Indie']",['windows'],['2 GB RAM'],['2 GB available space'],[],None,63,45,18,63,46,17
RESIDENT EVIL 2  Claire Costume Noir,Positive,"25 Jan, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Single-player,violence/bad_language,None,None,None,249,None,['Action'],['windows'],['8 GB RAM'],['26 GB available space'],[],None,59,46,13,59,54,5
Super Hiking League,3 user reviews,"19 Feb, 2020",Bit Ink Studios,Bit Ink Studios,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Casual', 'Indie']",['windows'],['2 GB RAM'],['100 MB available space'],[],None,8,3,5,8,8,0
Die With Glory  Point and Click Adventure Game,Mixed,"11 May, 2017",Castle,Veslo Games,Single-player,None,None,None,None,219,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['512 MB RAM', '512 MB RAM']","['500 MB available space', '500 MB available space']",[],None,46,26,20,46,31,15
Albedo Eyes from Outer Space,Mixed,"11 Apr, 2015",Z4G0 and Ivan Venturi Productions,Merge Games,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['1100 MB available space', '1100 MB available space']",[],None,242,62,180,242,130,112
AllStar Fruit Racing,Mostly Positive,"13 Jul, 2018",3DClouds,PQube Limited,Single-player,None,None,None,None,529,None,"['Action', 'Indie', 'Racing', 'Sports']",['windows'],['4 GB RAM'],['4 GB available space'],[],None,138,83,55,138,106,32
Soldiers Of Freedom,Mostly Negative,"9 Sep, 2017",Bubel Studio,Bubel Studio,Single-player,None,None,None,None,565,None,"['Action', 'Indie']",['windows'],['8 GB RAM'],['3600 MB available space'],[],VR Support,16,15,1,16,3,13
RYAN BLACK,Mostly Negative,"14 Jan, 2017",Trazzy Entertainment,Trazzy Entertainment,Single-player,None,None,None,None,169,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['2 GB RAM', '1 GB RAM']","['33 GB available space', '3 GB available space']",[],None,46,21,25,46,19,27
TAIKER,Mixed,"1 Dec, 2016",Team 4U,Team 4U,Single-player,None,None,None,None,199,None,"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'linux']","['2 GB RAM', '2 GB RAM']","['1 GB available space', '1 GB available space']",[],None,34,32,2,34,22,12
DOA6 Gust Mashup  Tina  Lilysse,None,"24 Feb, 2020","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,125,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
SickBrick,Mixed,"30 Jan, 2015",Maxwolf,Maxwolf,Single-player,None,None,None,None,529,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['1 GB RAM', '1 GB RAM', '1 GB RAM']","['3 GB available space', '3 GB available space', '3 GB available space']",[],None,210,32,178,210,117,93
Shines Adventures 6 Go Girls,Positive,"26 Nov, 2019",ShineProject,ShineProject,Single-player,None,None,None,None,125,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",['windows'],['1 GB RAM'],['500 MB available space'],[],None,26,19,7,26,24,2
Dancing with Anime Girls VR,Mostly Positive,"15 Feb, 2020",WTF Games,WTF Games,Single-player,None,None,None,None,199,None,"['Action', 'Casual', 'Indie', 'Simulation', 'Sports']",['windows'],['8 GB RAM'],['1 GB available space'],[],VR Support,23,23,0,23,17,6
Secrets of Grindea,Very Positive,"13 Jul, 2015",Pixel Ferrets,Pixel Ferrets,Single-player,None,None,None,None,479,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],['1 GB RAM'],['300 MB available space'],[],None,4757,3818,939,4757,4373,384
Dude Simulator,Mixed,"13 Jul, 2017",Kiddy,Kiddy,Single-player,None,None,None,None,259,None,"['Action', 'Adventure', 'Indie', 'Simulation']",['windows'],['1 GB RAM'],['1 GB available space'],[],None,936,842,94,936,497,439
Star Trek Starfleet Academy,Very Positive,"8 May, 2015",Interplay Entertainment Corp.,Interplay Entertainment Corp.,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Simulation']",['mac'],['512 MB RAM'],[],[],None,68,67,1,68,55,13
Geocore,Mixed,"1 Aug, 2015",Anarchy Interactive,Anarchy Interactive,Single-player,None,None,None,None,169,None,"['Action', 'Indie', 'Early Access']",['windows'],['8 GB RAM'],[],[],None,28,19,9,28,19,9
Chasm,Mostly Positive,"31 Jul, 2018","Bit Kid, Inc.","Bit Kid, Inc.",Single-player,violence/bad_language,None,None,None,529,None,"['Action', 'Adventure', 'Indie', 'RPG']",['windows'],['1 GB RAM'],['1 GB available space'],[],None,1277,653,624,1277,896,381
FullBlast,Mixed,"28 Jan, 2016",UFO Crash Games,UFO Crash Games,Single-player,None,None,None,None,299,None,"['Action', 'Casual', 'Indie']","['windows', 'mac']","['512 MB RAM', '512 MB RAM']","['200 MB available space', '200 MB available space']",[],None,65,44,21,65,46,19
NEONomicon,Very Positive,"1 Jun, 2017",CWH Entertainment,CWH Entertainment,Single-player,None,None,None,None,42,None,"['Action', 'Casual', 'Indie']",['windows'],['512 MB RAM'],['90 MB available space'],[],None,63,52,11,63,53,10
Space Ace,Very Positive,"29 Apr, 1984",Digital Leisure Inc.,Digital Leisure Inc.,Single-player,violence/bad_language,None,None,None,349,None,"['Action', 'Adventure', 'Casual']","['windows', 'linux']","['1 GB RAM', '1 GB RAM']",[],"['1 GB HD space', '1 GB HD space']",None,100,89,11,100,90,10
I was rebuilt,Mixed,"28 Jun, 2018",Gurila Ware Games,Gurila Ware Games,Single-player,None,None,None,None,I was rebuilt  Demo,None,"['Action', 'Adventure', 'Casual', 'Indie']","['windows', 'linux']","['100 MB RAM', '100 MB RAM']","['35 MB available space', '35 MB available space']",[],None,27,19,8,27,19,8
Waves of Death,1 user reviews,"21 Mar, 2020",Polygone Games,Polygone Games,Single-player,None,None,None,None,489,None,"['Action', 'Indie']",['windows'],['8 GB RAM'],['20 GB available space'],[],None,1,1,0,1,0,1
Extreme Exorcism,Positive,"23 Sep, 2015",Golden Ruby Games,Ripstone,Single-player,violence/bad_language,None,None,None,219,None,"['Action', 'Adventure', 'Casual', 'Indie']","['windows', 'mac']","['4 GB RAM', '2 GB RAM']","['250 MB available space', '250 MB available space']",[],None,34,25,9,34,29,5
ALONE,Mixed,"10 Oct, 2016",Deceptive Games,Deceptive Games,Single-player,None,None,None,None,169,None,"['Action', 'Adventure', 'Indie', 'Simulation']","['windows', 'linux', 'mac']","['6 GB RAM', '6 GB RAM', '6 GB RAM']","['2 GB available space', '2 GB available space', '2 GB available space']",[],None,148,109,39,148,63,85
Divinity Dragon Commander,Mostly Positive,"6 Aug, 2013",Larian Studios,Larian Studios,Single-player,Sex,None,None,None,849,None,"['Action', 'RPG', 'Strategy']",['windows'],['2 GB RAM'],[],['15 GB HD space'],None,1914,1419,495,1914,1430,484
NOISZ,Positive,"1 Sep, 2018",NOISZMAKERS,Anarch Entertainment,Single-player,None,None,None,None,Playable Demo,None,"['Action', 'Indie']",['mac'],['1 GB RAM'],['600 MB available space'],[],None,29,18,11,29,26,3
DOA6 Santa Bikini  Marie Rose,None,"17 Dec, 2019","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,85,None,['Action'],['windows'],['8 GB RAM'],['50 GB available space'],[],None,None,None,None,None,None,None
LET IT DIE Special50 Death Metals 011,None,"6 Jan, 2020",GRASSHOPPER MANUFACTURE INC.,GungHo Online Entertainment America,Single-player,violence/bad_language,None,None,None,349,None,"['Action', 'Free to Play']",['windows'],['8 GB RAM'],['40 GB available space'],[],None,None,None,None,None,None,None
Dino Eggs Rebirth,Mixed,"8 Jun, 2016",David H Schroeder,David H Schroeder,Single-player,None,None,None,None,349,None,"['Action', 'Casual', 'Indie', 'Strategy']","['windows', 'mac']","['1 GB RAM', '1 GB RAM']","['400 MB available space', '400 MB available space']",[],None,17,13,4,17,11,6
Aqua Fish,Mixed,"28 Dec, 2017",Starodymov,None,Single-player,None,None,None,None,85,None,"['Action', 'Casual', 'Indie', 'Strategy']","['linux', 'mac']","['1 GB RAM', '1 GB RAM']","['130 MB available space', '170 MB available space']",[],None,58,17,41,58,28,30
Amazing Human Simulator,Mixed,"29 Dec, 2017",sakastudio,sakastudio,Single-player,None,None,None,None,125,None,"['Action', 'Simulation', 'Early Access']",['windows'],['2 GB RAM'],['600 MB available space'],[],None,20,17,3,20,12,8
ZHEROS,Mixed,"15 Feb, 2016",Rimlight Studios,Rimlight Studios,Single-player,violence/bad_language,None,None,None,369,None,"['Action', 'Indie']",['windows'],['4 GB RAM'],['6 GB available space'],[],None,41,20,21,41,30,11
Aidsmoji The Forbidden Fruit,Mixed,"13 Feb, 2018",Bmc Studio,Bmc Studio,Single-player,None,None,None,None,125,None,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['windows'],['1 GB RAM'],['2 GB available space'],[],None,35,29,6,35,22,13
Rock Zombie,Mixed,"20 Nov, 2014",Quaternion Studio,EnjoyUp Games S.L.,Single-player,None,None,None,None,259,None,"['Action', 'Adventure', 'Indie']",['windows'],['2 GB RAM'],['2 GB available space'],[],None,42,26,16,42,25,17
Xenoraid The First Space War,Very Positive,"30 Sep, 2016",10tons Ltd,10tons Ltd,Single-player,violence/bad_language,None,None,None,369,None,"['Action', 'Indie']",['windows'],['2048 MB RAM'],['350 MB available space'],[],None,97,67,30,97,88,9
MONKEY KING HERO IS BACK,Mixed,"17 Oct, 2019",HEXADRIVE Inc.,Oasis Games,Single-player,None,None,None,None,759,None,"['Action', 'Adventure', 'RPG']",['windows'],['8 GB RAM'],['20 GB available space'],[],None,379,293,86,379,160,219
Republique,Mostly Positive,"26 Feb, 2015",Camouflaj,Camouflaj,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['7 GB available space', '7 GB available space']",[],None,471,362,109,471,366,105
Illuminascii,Mixed,"11 Aug, 2015",DDD Wares,DDD Wares,Single-player,None,None,None,None,389,None,"['Action', 'Indie']","['windows', 'linux']","['4 GB RAM', '4 GB RAM']","['200 MB available space', '200 MB available space']",[],None,41,38,3,41,22,19
Escape The Pacific,Mixed,"23 Feb, 2018",Gamers4Gamers Team,Gamers4Gamers Team,Single-player,None,None,None,None,459,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",['windows'],['8 GB RAM'],['2 GB available space'],[],None,322,302,20,322,208,114
Stones of Sorrow,Mixed,"26 May, 2015",Cult Software,Cult Software,Single-player,None,None,None,None,125,None,"['Action', 'Indie', 'RPG']",['windows'],['2 GB RAM'],['666 MB available space'],[],None,80,62,18,80,44,36
Endless Combat,Mixed,"13 Nov, 2017",Fatalitech,Fatalitech,Online PvP,None,None,None,None,42,None,"['Action', 'Casual', 'Indie', 'Early Access']",['windows'],['2 GB RAM'],['4 GB available space'],[],None,67,36,31,67,50,17
Battle Group 2,Very Positive,"14 Jun, 2014",Bane Games,Merge Games,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'Strategy']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['900 MB available space', '900 MB available space', '900 MB available space']",[],None,439,210,229,439,368,71
Momodora Reverie Under The Moonlight,Very Positive,"4 Mar, 2016",Bombservice,PLAYISM,Single-player,None,None,None,None,369,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['2 GB RAM', '2 GB RAM', '2 GB RAM']","['200 MB available space', '200 MB available space', '200 MB available space']",[],None,7377,6430,947,7377,6940,437
Steampunk Syndicate,Mixed,"13 Apr, 2017",Stereo7 Games,Stereo7 Games,Single-player,None,None,None,None,119,None,"['Action', 'Casual', 'Indie', 'Strategy']",['windows'],['1 GB RAM'],['200 MB available space'],[],None,66,31,35,66,36,30
Zombie Derby,Positive,"13 May, 2013",Brinemedia,Brinemedia,Single-player,None,None,None,None,85,None,"['Action', 'Indie', 'Racing']",['windows'],['2 GB RAM'],['180 MB available space'],[],None,52,37,15,52,44,8
Remaya Idle,Mixed,"21 Nov, 2017",Wurrad,Wurrad,Single-player,None,None,None,None,125,None,"['Action', 'Indie', 'RPG']","['windows', 'mac']","['512 MB RAM', '512 MB RAM']","['92 MB available space', '107 MB available space']",[],None,76,72,4,76,47,29
,Mixed,"11 Oct, 2017",洋葱头科技,洋葱头科技,Single-player,None,None,None,None,85,None,['Action'],['windows'],['512 MB RAM'],['550 MB available space'],[],None,100,88,12,100,65,35
City of Rott Streets of Rott,Mixed,"14 Feb, 2017",Frank J Sudol,FSudol Art Games,Single-player,None,None,None,None,42,None,"['Action', 'Indie']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['520 MB available space', '520 MB available space']",[],None,18,16,2,18,11,7
Voice of Pripyat,Mixed,"19 Nov, 2014",Slav Pankratov,Slav Pankratov,MMO,None,None,None,None,None,None,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']","['windows', 'mac']","['2 GB RAM', '4 GB RAM']","['600 MB available space', '600 MB available space']",[],None,85,36,49,85,35,50
Tkl Online,Mixed,"27 Jan, 2015",KURONEKO SOFT,KURONEKO SOFT,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'RPG']",['windows'],['1 GB RAM'],['1 GB available space'],[],None,23,22,1,23,15,8
JUMP,Mixed,"30 Jul, 2015",Endeavor One Inc.,Endeavor One Inc.,Single-player,None,None,None,None,None,None,"['Action', 'Indie']",['windows'],['4 GB RAM'],['3 GB available space'],[],VR Support,40,36,4,40,27,13
Zanshin,Mixed,"30 Jan, 2018",Seven Wolves Studio,Seven Wolves Studio,Single-player,None,None,None,None,219,None,"['Action', 'Indie', 'Simulation', 'Sports', 'Early Access']",['windows'],['4 GB RAM'],['1 GB available space'],[],VR Support,14,12,2,14,7,7
Beat Stickman Infinity Clones,Mostly Positive,"1 Dec, 2017",Mini Fun Games,Mini Fun Games,Single-player,None,None,None,None,125,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']","['windows', 'mac']","['2 GB RAM', '2 GB RAM']","['500 MB available space', '500 MB available space']",[],None,29,26,3,29,22,7
Elo Hell,Mixed,"30 Jul, 2019",Exato Game Studios,Exato Game Studios,Single-player,None,None,None,None,Free,None,"['Action', 'Adventure', 'Indie', 'Strategy']",['windows'],[],['3 GB available space'],[],None,15,5,10,15,10,5
Tom Clancys The Division  Survival,Very Positive,"22 Nov, 2016",Massive Entertainment,Ubisoft,Single-player,None,None,None,None,499,None,"['Action', 'Adventure', 'RPG']",['windows'],['6 GB RAM'],[],[],None,460,392,68,460,378,82
Corridor Z,Positive,"5 Jan, 2018",Mass Creation,Mass Creation,Single-player,None,None,None,None,299,None,"['Action', 'Adventure', 'Indie']","['windows', 'linux', 'mac']","['2 GB RAM', '4 GB RAM', '2 GB RAM', '4 GB RAM']","['500 MB available space', '500 MB available space', '500 MB available space']",[],None,39,38,1,39,34,5
Smell Of Death,Mixed,"5 Jul, 2016",Alkame Games,Alkame Games,Single-player,None,None,None,None,349,None,"['Action', 'Indie']",['windows'],['8 GB RAM'],[],[],VR Support,57,46,11,57,40,17
SYNTHETIK  Supporter Pack,Positive,"3 Oct, 2018",Flow Fire Games,None,Single-player,None,None,None,None,199,None,"['Action', 'Indie']",['windows'],['4 GB RAM'],['700 MB available space'],[],None,35,33,2,35,35,0
Minion Masters  All Masters Upgrade,Mostly Positive,"10 Dec, 2018",BetaDwarf,BetaDwarf,Online PvP,violence/bad_language,None,None,None,565,None,"['Action', 'Free to Play', 'Indie', 'Strategy']","['windows', 'mac']","['4 GB RAM', '4 GB RAM']","['6 GB available space', '6 GB available space']",[],None,22,20,2,22,17,5
